,Consumed energy [Wh]
133,0.01966466
134,0.017471073
135,0.0187583
136,0.021012546
137,0.031762473
138,0.023721442
139,0.01724482
140,0.019053556
141,0.023313599
142,0.057560954
143,0.10233701
144,710.3426
145,568.0479
146,569.01056
147,713.4435
148,627.88837
149,626.2716
150,562.87976
151,515.2188
152,750.2736
153,800.8769
154,708.8447
155,780.2316
156,0.07617582
157,0.020497212
158,0.019607171
159,0.021624526
160,0.025955444
161,0.032938756
162,0.024788644
163,0.01813405
164,0.023391768
165,0.02440887
166,0.06519158
167,0.10264627
168,721.51855
169,514.21484
170,513.48627
171,552.9208
172,613.56714
173,544.30255
174,674.7048
175,512.42096
176,588.61646
177,513.8025
178,607.70496
179,983.67633
180,0.057530552
181,0.01595938
182,0.015151248
183,0.017927228
184,0.023436805
185,0.027726533
186,0.022688627
187,0.014629391
188,0.01723964
189,0.01819775
190,0.045623545
191,0.10591874
192,720.5757
193,657.9812
194,560.7377
195,705.8637
196,601.51355
197,746.1335
198,836.2838
199,527.237
200,566.5444
201,570.7544
202,647.93665
203,1077.7252
204,0.06823982
205,0.021353666
206,0.020724235
207,0.024105549
208,0.023958549
209,0.03831767
210,0.027579984
211,0.018055689
212,0.021807915
213,0.026018118
214,0.056322284
215,0.13181792
216,1438.7292
217,974.6601
218,885.86707
219,1154.1198
220,1122.6
221,974.8188
222,1185.016
223,974.0218
224,1107.6497
225,918.31165
226,1300.2228
227,1267.4062
228,0.13477463
229,0.047728963
230,0.039890725
231,0.044555753
232,0.049618814
233,0.070133045
234,0.042669225
235,0.04165632
236,0.053807463
237,0.048406295
238,0.133365
239,0.2243168
240,998.1637
241,790.39465
242,740.1199
243,672.6408
244,642.2262
245,864.15967
246,596.7854
247,755.4162
248,885.14655
249,908.7514
250,1063.2966
251,1426.3003
252,0.09573336
253,0.027697727
254,0.028275602
255,0.026140235
256,0.029334053
257,0.049177773
258,0.030318195
259,0.025804149
260,0.028229203
261,0.037677053
262,0.08720182
263,0.16205785
264,941.2845
265,636.56305
266,515.2603
267,677.923
268,694.9736
269,801.9581
270,723.9266
271,559.70514
272,650.33655
273,654.3055
274,819.7367
275,826.73987
276,0.08251609
277,0.023949046
278,0.021446483
279,0.025635151
280,0.03151926
281,0.040671755
282,0.027827408
283,0.021065416
284,0.028822372
285,0.028050074
286,0.06961926
287,0.11690437
288,1139.5352
289,921.44855
290,831.7621
291,978.38226
292,959.83484
293,995.8052
294,1100.1869
295,829.052
296,857.6222
297,988.5722
298,1007.7049
299,1207.2106
300,0.118105315
301,0.04546917
302,0.040611137
303,0.04856795
304,0.048291616
305,0.062094815
306,0.054096986
307,0.041394234
308,0.04242779
309,0.040782917
310,0.11845997
311,0.19316153
312,859.4237
313,525.26654
314,629.0975
315,497.08163
316,621.33295
317,659.6172
318,722.9004
319,641.47296
320,592.38605
321,680.3172
322,869.1557
323,945.87585
324,0.0937983
325,0.023281423
326,0.026179427
327,0.021667032
328,0.031109774
329,0.041152712
330,0.03383888
331,0.028094517
332,0.027414203
333,0.02853664
334,0.097963795
335,0.14334783
336,572.7226
337,549.2297
338,429.33667
339,522.3536
340,623.7538
341,486.8666
342,632.15576
343,432.18604
344,481.20868
345,391.1586
346,461.65195
347,893.96655
348,0.057489038
349,0.016413745
350,0.014907533
351,0.017174214
352,0.021467807
353,0.02658903
354,0.021067485
355,0.014191197
356,0.017571716
357,0.016924117
358,0.049086638
359,0.09158162
360,916.7047
361,720.35944
362,515.656
363,774.81085
364,598.51697
365,693.8829
366,812.2389
367,569.5342
368,592.5438
369,830.0886
370,723.2292
371,881.92737
372,0.08687644
373,0.0263675
374,0.023908174
375,0.0249915
376,0.025783485
377,0.040640388
378,0.029427024
379,0.022461066
380,0.02421206
381,0.031244554
382,0.07825382
383,0.12665534
384,1136.9105
385,773.345
386,806.18335
387,849.7436
388,824.3048
389,938.4064
390,1176.5227
391,861.6127
392,775.96936
393,752.8855
394,1103.4125
395,1217.0399
396,0.16427115
397,0.051274937
398,0.049320363
399,0.06426503
400,0.05293104
401,0.09361832
402,0.07511414
403,0.046878126
404,0.04863664
405,0.049289048
406,0.13480768
407,0.28147426
408,991.76263
409,748.451
410,690.6891
411,796.9459
412,827.2745
413,894.0797
414,907.7164
415,693.77295
416,823.76117
417,942.9821
418,934.4645
419,1072.5856
420,0.086879
421,0.026276631
422,0.020073902
423,0.022910843
424,0.031796053
425,0.03992437
426,0.02856346
427,0.02169064
428,0.026738908
429,0.036013603
430,0.07212374
431,0.13165134
432,813.4652
433,805.468
434,620.6677
435,759.5043
436,619.0115
437,766.829
438,643.1142
439,626.80066
440,572.9592
441,897.0971
442,891.7769
443,998.43176
444,0.069889605
445,0.029873218
446,0.020539772
447,0.021719951
448,0.027649034
449,0.032736894
450,0.025074242
451,0.021991074
452,0.022644527
453,0.03338658
454,0.06853802
455,0.1220883
456,886.167
457,638.27277
458,551.16064
459,483.97702
460,689.9719
461,706.3396
462,758.6487
463,624.7323
464,558.84973
465,687.399
466,928.0838
467,811.92444
468,0.05711307
469,0.016657125
470,0.015969886
471,0.015271159
472,0.019409
473,0.026974877
474,0.020895444
475,0.016155899
476,0.016168676
477,0.01970288
478,0.056261837
479,0.08679196
480,647.0716
481,493.20798
482,534.27374
483,520.399
484,478.227
485,489.4792
486,521.4041
487,619.4638
488,605.8514
489,523.7769
490,903.7821
491,673.36115
492,0.053929318
493,0.01995343
494,0.017891785
495,0.016754486
496,0.021470817
497,0.03221485
498,0.019731143
499,0.018387696
500,0.020863207
501,0.024020845
502,0.058072746
503,0.093292385
504,631.8147
505,460.86557
506,499.35638
507,580.40546
508,521.20044
509,597.3393
510,816.86584
511,429.74417
512,436.74875
513,532.45447
514,524.78406
515,828.6981
516,0.05108546
517,0.016595857
518,0.0152473375
519,0.017286824
520,0.017846115
521,0.027497545
522,0.019655904
523,0.014782624
524,0.017109444
525,0.017976258
526,0.047923442
527,0.08645344
528,1208.402
529,552.0577
530,600.69086
531,691.9246
532,796.1984
533,757.3436
534,748.64014
535,593.7657
536,759.89844
537,863.1531
538,914.28357
539,1088.3978
540,0.10315273
541,0.025704995
542,0.024318302
543,0.029121602
544,0.035698835
545,0.039204918
546,0.026618486
547,0.02389853
548,0.032972604
549,0.03159899
550,0.08632277
551,0.13847505
552,1050.9608
553,956.75757
554,710.2122
555,804.32367
556,837.4395
557,766.44635
558,900.39264
559,852.0749
560,786.12354
561,927.4071
562,996.20087
563,1323.5005
564,0.07942567
565,0.025515076
566,0.021210821
567,0.021181388
568,0.028304683
569,0.03630305
570,0.026408296
571,0.021904543
572,0.022932287
573,0.03403507
574,0.06962231
575,0.13175823
576,927.95734
577,779.3637
578,801.7348
579,934.2282
580,765.54205
581,921.85535
582,997.1214
583,709.66223
584,744.6513
585,935.8169
586,891.83923
587,1027.0312
588,0.09504055
589,0.0349887
590,0.03305459
591,0.031267624
592,0.03313084
593,0.060965143
594,0.037796177
595,0.031760078
596,0.036243692
597,0.03997992
598,0.108680435
599,0.1592769
600,871.93964
601,772.53296
602,569.9244
603,632.1768
604,755.8167
605,890.7233
606,821.23535
607,607.5688
608,648.1
609,775.11755
610,735.5587
611,1242.9268
612,0.09481487
613,0.031578925
614,0.02543767
615,0.03158079
616,0.030930324
617,0.049835443
618,0.036174938
619,0.024656447
620,0.02663456
621,0.030544449
622,0.079996176
623,0.16314968
624,524.3253
625,436.18845
626,368.11566
627,524.98456
628,450.30167
629,483.85144
630,431.45215
631,354.36282
632,519.8313
633,718.0823
634,443.88034
635,732.70685
636,0.059946176
637,0.021432722
638,0.015431527
639,0.021753535
640,0.022730209
641,0.03173728
642,0.020382108
643,0.015686007
644,0.022062032
645,0.025937503
646,0.049589198
647,0.12590685
648,847.3469
649,523.7249
650,568.7998
651,456.6566
652,610.5209
653,533.1902
654,648.2213
655,601.1571
656,596.11664
657,687.066
658,832.6814
659,888.2766
660,0.059780102
661,0.01622433
662,0.015382818
663,0.014745241
664,0.020149125
665,0.0250857
666,0.021464696
667,0.016493158
668,0.016238742
669,0.019814963
670,0.056463942
671,0.08454124
672,776.25256
673,469.82584
674,557.42395
675,545.56024
676,557.48505
677,728.00555
678,671.6853
679,465.23196
680,514.7691
681,824.03143
682,629.30096
683,854.9088
684,0.082313694
685,0.026712198
686,0.023074772
687,0.025948884
688,0.028461002
689,0.04357666
690,0.032229077
691,0.021791449
692,0.023379546
693,0.038177863
694,0.07474926
695,0.12468685
696,1041.9746
697,783.4781
698,723.90625
699,740.54565
700,733.48785
701,746.9813
702,935.6786
703,822.6891
704,717.5521
705,942.46466
706,991.8138
707,1140.2601
708,0.09914673
709,0.02773521
710,0.026093435
711,0.03177459
712,0.039304648
713,0.048831146
714,0.040545426
715,0.026260795
716,0.028533267
717,0.03469881
718,0.079309404
719,0.15150958
720,753.0132
721,584.34973
722,529.59064
723,622.1119
724,450.60602
725,721.70764
726,717.0741
727,520.3659
728,452.94275
729,735.66266
730,696.1229
731,782.74445
732,0.06529586
733,0.019647695
734,0.018051367
735,0.01994485
736,0.02091538
737,0.032866493
738,0.024183191
739,0.0178967
740,0.019160023
741,0.021055754
742,0.05898771
743,0.102896586
744,947.51215
745,701.3582
746,583.14307
747,869.1283
748,702.01636
749,817.2557
750,837.12646
751,555.8907
752,674.3319
753,906.3856
754,728.1975
755,948.1275
756,0.05952223
757,0.016985884
758,0.014774225
759,0.018219614
760,0.019471498
761,0.029278547
762,0.019775977
763,0.014424879
764,0.018048404
765,0.022006767
766,0.04861276
767,0.087974474
768,654.7522
769,610.6433
770,530.86176
771,491.7199
772,590.7516
773,768.781
774,557.8786
775,587.723
776,625.5912
777,548.9107
778,784.57666
779,934.7335
780,0.07446019
781,0.026044708
782,0.020171948
783,0.019315103
784,0.027643763
785,0.038022272
786,0.025677871
787,0.023330411
788,0.02620553
789,0.021927493
790,0.0802198
791,0.12640591
792,966.65106
793,864.81824
794,856.2115
795,853.4461
796,728.0025
797,995.76135
798,811.06433
799,823.58795
800,889.72174
801,1039.2825
802,1107.4998
803,1154.6592
804,0.09107766
805,0.03307657
806,0.032018308
807,0.031741213
808,0.029040532
809,0.055823527
810,0.035873745
811,0.031181362
812,0.032011803
813,0.038764354
814,0.10229817
815,0.14716275
816,1227.5374
817,1028.2036
818,840.2707
819,1006.8761
820,967.17944
821,929.49084
822,1127.4575
823,980.04694
824,956.10223
825,838.8936
826,1301.3739
827,1109.8275
828,0.10245898
829,0.04346095
830,0.032429792
831,0.036072586
832,0.04241982
833,0.054560702
834,0.04128227
835,0.03644462
836,0.039374657
837,0.0370977
838,0.108744405
839,0.18236725
840,718.53705
841,594.4986
842,519.0993
843,685.71716
844,565.022
845,721.0834
846,883.77295
847,520.2322
848,520.29297
849,522.19385
850,703.81464
851,850.3329
852,0.04750472
853,0.016077098
854,0.014428952
855,0.015344956
856,0.016969856
857,0.026655499
858,0.01899256
859,0.0143673
860,0.016460411
861,0.018745871
862,0.045649916
863,0.08384326
864,768.01404
865,557.2505
866,602.3911
867,611.2816
868,467.52048
869,682.7783
870,610.82135
871,561.64844
872,593.93195
873,492.758
874,820.6509
875,913.38275
876,0.062710576
877,0.02031667
878,0.01709418
879,0.017685264
880,0.01985268
881,0.03176529
882,0.020632124
883,0.018555326
884,0.019808557
885,0.022487536
886,0.061075363
887,0.11269529
888,1199.8966
889,871.75415
890,873.61566
891,962.7213
892,784.46655
893,1108.9968
894,995.30286
895,877.3588
896,889.87396
897,976.9939
898,1162.6364
899,1372.4817
900,0.12380966
901,0.04071825
902,0.038183358
903,0.034981593
904,0.038145218
905,0.064275205
906,0.038779628
907,0.03819982
908,0.041054048
909,0.048172258
910,0.13300328
911,0.17151569
912,825.5252
913,751.1606
914,521.39233
915,736.4406
916,696.241
917,666.7507
918,894.3644
919,626.20935
920,589.3315
921,549.1963
922,803.017
923,745.7134
924,0.084619485
925,0.045473635
926,0.029926911
927,0.033055127
928,0.034406986
929,0.06020468
930,0.039492216
931,0.032084297
932,0.031443633
933,0.033289865
934,0.096453935
935,0.16196914
936,887.4881
937,675.9679
938,767.41693
939,640.3468
940,670.76135
941,974.1281
942,654.5569
943,756.6573
944,829.1531
945,749.2562
946,1132.183
947,1132.1945
948,0.06278879
949,0.020355398
950,0.020677784
951,0.020272154
952,0.022393884
953,0.036680117
954,0.022378577
955,0.019976448
956,0.023252847
957,0.024653625
958,0.066505395
959,0.11469508
960,774.9017
961,519.6911
962,427.92047
963,425.9698
964,638.57983
965,569.2162
966,502.2619
967,533.875
968,505.63428
969,546.9152
970,770.3184
971,801.26184
972,0.06729261
973,0.016237749
974,0.014716456
975,0.015144113
976,0.022068977
977,0.026598746
978,0.021909768
979,0.016725397
980,0.017151332
981,0.021427533
982,0.05621276
983,0.089493334
984,1029.2737
985,851.4063
986,747.7485
987,787.384
988,775.00586
989,787.45
990,872.11066
991,842.7099
992,813.2446
993,1048.1204
994,992.21356
995,1238.3624
996,0.092683956
997,0.03359085
998,0.02650432
999,0.029761096
1000,0.03485914
1001,0.042245574
1002,0.035762083
1003,0.027513467
1004,0.02862577
1005,0.036924075
1006,0.0801749
1007,0.16759354
1008,595.06104
1009,331.26437
1010,392.29926
1011,310.60596
1012,531.42505
1013,459.76294
1014,480.29343
1015,427.95642
1016,469.67245
1017,454.00803
1018,652.0126
1019,630.1022
1020,0.0535346
1021,0.014990363
1022,0.015206924
1023,0.013454985
1024,0.018135764
1025,0.02639535
1026,0.019224323
1027,0.015945036
1028,0.017033333
1029,0.01797864
1030,0.057280745
1031,0.07652423
1032,1226.4773
1033,823.58026
1034,791.82306
1035,863.1769
1036,749.5964
1037,928.4141
1038,681.1095
1039,842.3021
1040,1069.8561
1041,1105.8326
1042,1282.4034
1043,1187.7836
1044,0.10048923
1045,0.03036435
1046,0.028150622
1047,0.027705308
1048,0.030669816
1049,0.047740567
1050,0.025513789
1051,0.029785655
1052,0.037534602
1053,0.03980894
1054,0.1055505
1055,0.15685959
1056,899.1758
1057,835.2311
1058,748.423
1059,568.5547
1060,800.0203
1061,713.111
1062,654.5596
1063,895.8643
1064,928.38025
1065,925.02344
1066,1164.662
1067,1269.7524
1068,0.067688376
1069,0.02248702
1070,0.018345516
1071,0.017163735
1072,0.02624197
1073,0.030557733
1074,0.02259653
1075,0.021378852
1076,0.022555579
1077,0.025407752
1078,0.0692419
1079,0.11135644
1080,1009.7161
1081,775.98254
1082,802.42645
1083,709.3529
1084,784.086
1085,954.9041
1086,672.3063
1087,864.49536
1088,996.3343
1089,903.0005
1090,1297.6337
1091,1164.9014
1092,0.08647132
1093,0.023537267
1094,0.025013627
1095,0.023066455
1096,0.02814614
1097,0.038940284
1098,0.027783947
1099,0.027024677
1100,0.030109268
1101,0.030142104
1102,0.09434322
1103,0.1285304
1104,783.43414
1105,867.9163
1106,628.5807
1107,572.6889
1108,609.2983
1109,838.52747
1110,567.71
1111,678.349
1112,661.7017
1113,881.2406
1114,908.5395
1115,1236.1995
1116,0.076914124
1117,0.032273214
1118,0.025611104
1119,0.023818735
1120,0.02655467
1121,0.049442716
1122,0.027781375
1123,0.02452624
1124,0.0240766
1125,0.03459832
1126,0.07749371
1127,0.1518265
1128,1020.40173
1129,1006.4143
1130,875.0838
1131,753.64233
1132,774.1069
1133,854.14685
1134,923.78345
1135,992.87994
1136,838.5714
1137,995.2944
1138,1207.6504
1139,1292.4211
1140,0.19633666
1141,0.05499623
1142,0.04565902
1143,0.05355712
1144,0.07921726
1145,0.07083608
1146,0.078998476
1147,0.055668075
1148,0.05115976
1149,0.061763957
1150,0.16134523
1151,0.27189064
1152,1078.184
1153,901.9379
1154,782.7064
1155,954.526
1156,778.4609
1157,811.2878
1158,821.00415
1159,855.7466
1160,933.0863
1161,768.3971
1162,1191.0944
1163,981.21277
1164,0.08345397
1165,0.026688872
1166,0.021567969
1167,0.029392581
1168,0.02899089
1169,0.0359153
1170,0.028714167
1171,0.021951117
1172,0.025246382
1173,0.028475963
1174,0.07303811
1175,0.11484075
1176,608.9304
1177,581.4447
1178,449.15668
1179,549.4301
1180,658.0812
1181,591.13947
1182,644.32465
1183,454.8729
1184,537.9394
1185,491.9673
1186,520.6023
1187,803.12555
1188,0.07730335
1189,0.021940421
1190,0.020703612
1191,0.024855923
1192,0.030185428
1193,0.03409992
1194,0.032582622
1195,0.01954767
1196,0.021900805
1197,0.024936624
1198,0.064737454
1199,0.12008321
1200,756.14923
1201,838.01276
1202,603.8553
1203,603.0158
1204,588.37897
1205,771.0445
1206,555.51776
1207,691.1761
1208,733.7796
1209,1053.907
1210,898.19183
1211,933.2932
1212,0.060948055
1213,0.026116041
1214,0.019821463
1215,0.019054465
1216,0.022722276
1217,0.034437813
1218,0.018861715
1219,0.0222293
1220,0.025875367
1221,0.033931687
1222,0.07088595
1223,0.113170795
1224,871.6419
1225,416.17847
1226,506.47104
1227,589.2642
1228,601.8069
1229,659.1242
1230,587.4862
1231,425.42233
1232,578.31067
1233,741.61926
1234,659.15576
1235,834.6686
1236,0.053288266
1237,0.014748871
1238,0.01381977
1239,0.01462981
1240,0.017629424
1241,0.027315475
1242,0.016776709
1243,0.013056399
1244,0.016275518
1245,0.02026883
1246,0.04532695
1247,0.09013968
1248,827.87823
1249,595.5032
1250,573.92706
1251,585.7107
1252,605.632
1253,804.63
1254,561.02246
1255,557.9891
1256,643.6814
1257,843.4923
1258,770.76855
1259,1105.9034
1260,0.09889366
1261,0.03460872
1262,0.033883795
1263,0.03168901
1264,0.034357574
1265,0.057288393
1266,0.035006154
1267,0.033455905
1268,0.035907973
1269,0.038533952
1270,0.111624375
1271,0.18388137
1272,726.55786
1273,686.8422
1274,711.2162
1275,606.6494
1276,605.141
1277,730.73706
1278,594.30457
1279,686.8136
1280,729.05707
1281,701.42365
1282,895.3349
1283,1035.4989
1284,0.05514407
1285,0.020122435
1286,0.018511564
1287,0.020288303
1288,0.023184976
1289,0.033912923
1290,0.023049064
1291,0.01775394
1292,0.01935307
1293,0.023976125
1294,0.052812193
1295,0.1118778
1296,1152.1104
1297,656.739
1298,719.29956
1299,676.37585
1300,861.6485
1301,824.5641
1302,660.5319
1303,793.1054
1304,984.49493
1305,931.638
1306,1202.4401
1307,1228.9148
1308,0.19334807
1309,0.07442277
1310,0.055694304
1311,0.04989898
1312,0.07432327
1313,0.09046884
1314,0.046141926
1315,0.0662144
1316,0.07984656
1317,0.08109445
1318,0.205178
1319,0.31606376
1320,1047.4564
1321,783.4809
1322,709.36615
1323,914.5068
1324,929.9336
1325,908.3117
1326,1146.5209
1327,717.3432
1328,756.2344
1329,713.9608
1330,973.75336
1331,1017.2197
1332,0.095076814
1333,0.034479644
1334,0.025630554
1335,0.03240568
1336,0.037182707
1337,0.050598755
1338,0.038883243
1339,0.026230961
1340,0.029018747
1341,0.033297006
1342,0.082131155
1343,0.14519507
1344,786.18365
1345,364.63132
1346,304.46735
1347,379.82782
1348,508.3458
1349,396.32214
1350,499.1683
1351,335.9633
1352,387.35306
1353,502.12875
1354,510.90472
1355,583.4216
1356,0.0355046
1357,0.01024153
1358,0.008833308
1359,0.009902764
1360,0.011327899
1361,0.01632962
1362,0.0119602205
1363,0.008662868
1364,0.009893505
1365,0.014058634
1366,0.030052265
1367,0.055015065
1368,1242.5176
1369,791.2048
1370,690.36426
1371,743.3428
1372,900.522
1373,939.7563
1374,896.0228
1375,748.2521
1376,758.5822
1377,930.90344
1378,1105.1282
1379,1056.7106
1380,0.0793601
1381,0.022740204
1382,0.020234393
1383,0.022189057
1384,0.024854923
1385,0.037510447
1386,0.02640142
1387,0.019840205
1388,0.02103831
1389,0.026467798
1390,0.06991153
1391,0.10850336
1392,672.4232
1393,792.2185
1394,539.8836
1395,566.5167
1396,644.8003
1397,740.09125
1398,783.8539
1399,592.0761
1400,527.2308
1401,705.9761
1402,641.64124
1403,1013.53125
1404,0.07338252
1405,0.029351823
1406,0.024907485
1407,0.02490872
1408,0.029443977
1409,0.037889935
1410,0.026971377
1411,0.023647377
1412,0.028115261
1413,0.03375218
1414,0.0739582
1415,0.12705782
1416,901.70154
1417,678.3079
1418,648.7792
1419,772.85034
1420,732.37366
1421,788.8391
1422,998.25446
1423,603.0053
1424,581.2617
1425,479.12366
1426,789.19745
1427,1078.6573
1428,0.08858569
1429,0.03267956
1430,0.029751107
1431,0.031957418
1432,0.035097618
1433,0.044756338
1434,0.037003357
1435,0.03126906
1436,0.032524753
1437,0.029872391
1438,0.09222705
1439,0.15402885
1440,761.9959
1441,603.0447
1442,636.57837
1443,499.12082
1444,674.6234
1445,632.0036
1446,731.66003
1447,716.27905
1448,686.2512
1449,666.12
1450,904.8713
1451,1021.4948
1452,0.06810415
1453,0.026365489
1454,0.020622248
1455,0.020698616
1456,0.027267195
1457,0.037818853
1458,0.027561026
1459,0.022086516
1460,0.022589462
1461,0.024044592
1462,0.06843273
1463,0.120050006
1464,675.24457
1465,706.6126
1466,491.9272
1467,436.36273
1468,571.4359
1469,572.907
1470,483.99847
1471,571.5869
1472,557.43286
1473,876.7232
1474,753.62256
1475,810.0677
1476,0.06790705
1477,0.029435834
1478,0.022154972
1479,0.021716658
1480,0.02505008
1481,0.03982276
1482,0.021830512
1483,0.022402579
1484,0.028573621
1485,0.03650253
1486,0.076430365
1487,0.12542999
1488,1111.0308
1489,1092.987
1490,974.5928
1491,1056.917
1492,842.87354
1493,1315.6493
1494,999.6717
1495,898.47107
1496,911.29144
1497,1301.6841
1498,1155.9396
1499,1437.4133
1500,0.10847738
1501,0.03235432
1502,0.028649779
1503,0.03235898
1504,0.036827225
1505,0.051802374
1506,0.033662844
1507,0.027031014
1508,0.03368902
1509,0.040265214
1510,0.09035701
1511,0.16761032
1512,924.7217
1513,784.0549
1514,738.4668
1515,960.8118
1516,751.23596
1517,875.9752
1518,732.2323
1519,673.4353
1520,939.3138
1521,1016.257
1522,898.0672
1523,1117.296
1524,0.078745216
1525,0.028192293
1526,0.022957845
1527,0.027690781
1528,0.027612356
1529,0.045499448
1530,0.02966611
1531,0.020807909
1532,0.02459215
1533,0.033904452
1534,0.0677175
1535,0.12748992
1536,546.8846
1537,399.35864
1538,349.49786
1539,423.2862
1540,467.91235
1541,554.5933
1542,555.0371
1543,317.43973
1544,400.09702
1545,457.33948
1546,428.7247
1547,801.333
1548,0.04794621
1549,0.013970797
1550,0.012012438
1551,0.013834749
1552,0.01766864
1553,0.021708107
1554,0.01871595
1555,0.0120669985
1556,0.014288471
1557,0.014573483
1558,0.039264712
1559,0.0751228
1560,624.12
1561,536.2281
1562,328.89264
1563,445.8114
1564,461.2948
1565,386.87372
1566,505.1836
1567,416.84988
1568,386.33484
1569,500.1106
1570,522.09827
1571,685.0699
1572,0.06205254
1573,0.018827766
1574,0.013137811
1575,0.014212244
1576,0.021946112
1577,0.02403416
1578,0.018423906
1579,0.01513646
1580,0.01811597
1581,0.018146092
1582,0.052593056
1583,0.096235074
1584,903.6789
1585,741.53766
1586,737.9046
1587,689.70355
1588,751.30005
1589,776.4975
1590,650.0133
1591,759.3008
1592,835.3028
1593,905.42896
1594,1068.0458
1595,1047.8303
1596,0.07700997
1597,0.026913667
1598,0.023067864
1599,0.023250673
1600,0.026177082
1601,0.03827078
1602,0.02220881
1603,0.022772452
1604,0.027143618
1605,0.029382575
1606,0.08115564
1607,0.115983665
1608,724.4069
1609,513.0004
1610,387.09616
1611,458.22354
1612,615.32465
1613,558.6795
1614,510.32275
1615,491.0827
1616,595.11945
1617,497.2956
1618,727.66864
1619,733.05945
1620,0.053163547
1621,0.013168795
1622,0.012265189
1623,0.013067312
1624,0.01983748
1625,0.022377681
1626,0.016124377
1627,0.013069031
1628,0.016724266
1629,0.016060334
1630,0.046510965
1631,0.081088185
1632,1055.3325
1633,792.46606
1634,707.3843
1635,804.934
1636,815.3986
1637,870.08673
1638,942.37604
1639,701.65106
1640,692.06793
1641,1054.4359
1642,888.4071
1643,1159.4928
1644,0.07145119
1645,0.021488925
1646,0.018990388
1647,0.01850025
1648,0.024458993
1649,0.033233844
1650,0.02627297
1651,0.01977477
1652,0.018928409
1653,0.0271789
1654,0.06399532
1655,0.1130531
1656,1152.0388
1657,672.1541
1658,623.12964
1659,688.229
1660,927.2097
1661,670.1562
1662,866.3956
1663,688.4016
1664,746.1569
1665,743.9584
1666,910.3351
1667,1094.6178
1668,0.07530844
1669,0.023962935
1670,0.019367859
1671,0.021435523
1672,0.03125415
1673,0.033598155
1674,0.02803705
1675,0.020192333
1676,0.0225479
1677,0.02609299
1678,0.062214904
1679,0.13090792
1680,835.7066
1681,605.7304
1682,585.43726
1683,705.4922
1684,612.13446
1685,782.91626
1686,704.0016
1687,530.4942
1688,631.3617
1689,704.2942
1690,734.38965
1691,881.16766
1692,0.05956732
1693,0.017609831
1694,0.015192963
1695,0.01666774
1696,0.022618845
1697,0.026246324
1698,0.022197653
1699,0.016307445
1700,0.018202715
1701,0.022795137
1702,0.051997986
1703,0.096328735
1704,882.8867
1705,961.8183
1706,856.38293
1707,836.465
1708,758.4353
1709,926.6386
1710,879.0694
1711,869.0635
1712,851.4716
1713,789.35425
1714,1133.6538
1715,1103.3466
1716,0.07233963
1717,0.030353118
1718,0.023760067
1719,0.02355395
1720,0.030079994
1721,0.038663637
1722,0.028186645
1723,0.026359882
1724,0.027795926
1725,0.028016308
1726,0.08038038
1727,0.13141476
1728,719.1584
1729,485.7547
1730,432.97607
1731,442.95258
1732,614.0853
1733,441.50198
1734,634.77747
1735,546.8761
1736,530.2023
1737,437.1183
1738,731.18225
1739,733.3534
1740,0.049511794
1741,0.017258508
1742,0.014866943
1743,0.013469646
1744,0.019088294
1745,0.02246533
1746,0.018654846
1747,0.017652841
1748,0.017457517
1749,0.016391657
1750,0.055549864
1751,0.08070683
1752,1037.582
1753,593.1159
1754,721.7956
